cell_id,fold
2795103300346100275,4
2796212800207200125,4
2787445900127100018,2
2795903600193100019,4
2796212800429100202,1
2787445900537100049,1
2946331700000018420,4
2707604800424100118,2
2656144900565100164,3
2946331700000014941,1
2795584800222100094,3
2707604700363200032,1
2787445900790100045,2
2787445900249100097,4
2795584800494100150,1
2787889600549100068,4
2795103300382100017,1
2787889600230100144,2
2796212800296100102,3
2946331700000015824,4
2656144900111100164,5
2787445900546100123,3
2656144900590100237,1
2707604800425200049,4
2796212800421100026,1
2796212800886100219,1
2707737900021200044,1
2787889600410100233,3
2707604800102100026,1
2795103300452100022,5
2795584800122100117,4
2787445900726100268,5
2656143800152100075,4
2787445900286100145,5
2726544600053100083,3
2787445900292100174,5
2707737900126100032,1
2707604700295100085,2
2656143800031100019,2
2787445900399200095,4
2795103300098100192,5
2795103300200100050,3
2796212800667100077,4
2795903600320100046,1
2946331700000001675,5
2656144300125200083,5
2787445900361100230,3
2787445900323100099,5
2796212800387100292,4
2707604700412100113,1
2787445900359100123,1
2796212800882100349,4
2946331700000021284,1
2656144900504100190,4
2656143800105100194,2
2796212800823100056,1
2787889600546100213,1
2787445900549100170,2
2795584800747100097,4
2787445900759100119,2
2787445900859100158,4
2795903600268100244,1
2795903600540100023,5
2795584800714100018,4
2787445900251100108,3
2656144900192100181,4
2795903600348100238,4
2796212800142100062,5
2787445900267100210,1
2726544600027100237,2
2787445900324100241,4
2796212800779100104,2
2795903600241100054,3
2946331700000003802,1
2795584800130100185,3
2787445900264100033,1
2787445900303100132,3
2946331700000003124,4
2707737900135100028,4
2707604700200100084,3
2795103300367100045,3
2946331700000018817,1
2656144900529200056,4
2795103300366100183,1
2787889600416100065,4
2787445900225100207,4
2707604800121200057,3
2795584800589100202,2
2707604700107100066,4
2946331700000015765,4
2796212800553100050,1
2656144900532100019,5
2707604000122100133,5
2796212800657100066,3
2787889600353100120,5
2656144900535100107,2
2796212800747100293,1
2707604800403100158,2
2656143800394100034,2
2795903600438100162,2
2796212800887100175,2
2656144900616200135,2
2787445900301100038,2
2787445900686100148,1
2787445900726100281,3
2787445900352100065,3
2707604000010100086,4
2796212800978100235,2
2796212800824100160,3
2726562700278100055,3
2787889600398200058,2
2787445900898100020,3
2795584800238100291,5
2787445900051100037,2
2656144300141100025,5
2795584800494100146,2
2707604000042100205,4
2656144900111100032,3
2787445900097100044,2
2795903600354100169,5
2787889600266100173,4
2707737900077100122,3
2787445900330100033,5
2796212800456100030,2
2656143800131100093,1
2946331700000022441,2
2656144900473100055,4
2787445900264100127,4
2656144900264100096,5
2795903600436100270,5
2787445900548100175,2
2787889600163100015,3
2795584800313100072,5
2787445900550100256,2
2707604700108100194,5
2787445900051100210,2
2707604000110200102,3
2796212800886100208,2
2795584800354100043,3
2795584800137100183,1
2795584800139100153,2
2795584800349100201,4
2795584800124100245,2
2796212800792100191,2
2656144900217100217,2
2796212801050100122,4
2796212800343100093,3
2707604700035100156,5
2787445900398100116,4
2787889600350100103,2
2795903600169100089,2
2787889600354100054,2
2707604000155100180,5
2656143800418100063,3
2795584800101100205,5
2795584800713100089,5
2946331700000015905,2
2795103300146100184,3
2656144900562100058,5
2656143800003100156,3
2707737900060100041,5
2795584800494100148,2
2707604700271100235,4
2787889600193100115,5
2795903600694100117,2
2656144300188100230,5
2707604000040100083,4
2707604800242100248,1
2795903600639100170,5
2796212800623100048,3
2796212800747100155,4
2707604000087100224,3
2796212800715100166,2
2787445900585100071,2
2707604700226100221,3
2787445900657100147,2
2796212800791100086,2
2787889600127100132,4
2656143800128100291,1
2796212800779100178,1
2707604800119100064,2
2656144900343100207,3
2795903600401100209,5
2945606900000028675,2
2787445900229100050,2
2707737900020100069,1
2656144900166100222,3
2656143800241100034,3
2656144300125100022,1
2787889600095100107,4
2656144900288100070,4
2726543700099100012,2
2795584800152100329,3
2787445900730100021,5
2707604000110100291,4
2726543700194100187,4
2707604000085100071,2
2787889600313100114,5
2795903600489100085,1
2707604700342100104,1
2795584800748200051,4
2946331700000000900,5
2796212800980100213,2
2656143800167100063,4
2946331700000008879,5
2707604700061100217,1
2707604700068100176,2
2656143800081100092,2
2796212800816200003,1
2795103300445100084,2
2787445900252100222,5
2795584800421100048,2
2656144900483200003,4
2656143800027100344,4
2707604000154100042,3
2656144900395100181,2
2656144900478100114,4
2707604800101100059,2
2787445900248100070,2
2787445900858100097,4
2787889600326100064,4
2795584800239100064,1
2796212800890100208,4
2787889600379100099,4
2707604000155100044,3
2656143800028100190,3
2787445900168100168,5
2795103300153100149,1
2787889600388100127,5
2787445900163100062,4
2707737900133100223,4
2795584800428100052,3
2787445900389100097,1
2787889600441100117,3
2656144900510100035,4
2787889600389100039,1
2787445900397100033,2
2656143800054100105,5
2795584800225100220,3
2796212800552100138,1
2946331700000017564,5
2726543700098100172,4
2795903600159100113,1
2707604000025100103,1
2787445900088100075,4
2795103300051100106,4
2707737900101100093,2
2787445900252100041,1
2787445900547100043,4
2946331700000012655,4
2707604000152100108,1
2726542200063100202,4
2945606900000006335,2
2795903600461100026,5
2795584800421100152,3
2787445900434100022,2
2946331700000021488,4
2795903600322100055,4
2656144900446100057,4
2795903600489100162,3
2787445900209100186,2
2707604800119100189,4
2707737900121200017,4
2796212800048100035,1
2787445900324100284,5
2945606900000005064,2
2707604000057100022,1
2796212800855100259,1
2796212800979100126,4
2796212800520100213,1
2795903600301100052,3
2946331700000002712,5
2707604700223100181,5
2656144900396100267,2
2787889600414100194,2
2796212800520100087,4
2787445900860100075,1
2707737900007100257,5
2796212800600100106,4
2787445900686100178,5
2707604800080200033,4
2656144900515100178,3
2796212800529100110,3
2707604000026100018,4
2796212800264100246,2
2787445900252100232,1
2796212800595100131,2
2946331700000014165,2
2796212800429100306,1
2787445900090100024,5
2795103300381100300,5
2796212800431100019,1
2707604700060100211,1
2945606900000029557,4
2656144900135100026,4
2656144900377200109,3
2787445900327100122,1
2707604800078100099,3
2707604800014100179,3
2787445900545100063,2
2796212800529100021,1
2795584800419100227,1
2787445900510100019,2
2787445900681100180,4
2787889600280100187,4
2656144900190100049,3
2795103300332100061,4
2796212800889100238,3
2795584800222100100,3
2707604000110100282,4
2796212800779100157,5
2795903600463100104,1
2795103300181100156,2
2656144900535100021,1
2946331700000013232,4
2796212800855100235,1
2787445900261100124,4
2945606900000028780,1
2795903600211100202,4
2787889600397100193,4
2656143800105100155,2
2707737900074100184,1
2787445900625100109,1
2726543700433100081,2
2787445900752100150,4
2795903600320100084,1
2795903600302100045,3
2796212800457100043,1
2946331700000013468,4
2656144900217200049,4
2796212800913100070,2
2726562800040100083,4
2796212800420100232,2
2945606900000012740,3
2787889600377100069,5
2707737900034100174,4
2787445900597100130,4
2707737900133100176,3
2707737900062100103,4
2795103300178100085,1
2787889600396100092,3
2796212800583100026,5
2656144900503100190,5
2795903600348100080,3
2787445900284100060,5
2656143800164100063,4
2707604000126100060,5
2707737900074100236,2
2787445900896100222,4
2707737900047100154,4
2656144300146100227,2
2946331700000004996,3
2787445900617100074,1
2787889600485100060,2
2787445900361100178,3
2796212801009100118,5
2787889600389100137,3
2787889600351100217,1
2787445900052100108,5
2787445900432100098,3
2707737900075100138,2
2796212800232200076,4
2726562700255100152,2
2796212800951100149,1
2656143800027100303,2
2787445900685100098,1
2787445900364100093,1
2796212800595100046,4
2787889600444200175,3
2946331700000017243,5
2796212800554100272,5
2795584800129100103,3
2656143800054100170,1
2795103300344100019,1
2787445900132100057,2
2787445900659100212,3
2707737900134100140,2
2787445900620100089,2
2795903600639100122,4
2656144900421100075,3
2795584800425100122,1
2795103300108100026,2
2656143800215100289,3
2787445900686100244,5
2707604000101100111,4
2656144300187100061,2
2656144900325100030,2
2656143800179100164,3
2707737900099100020,2
2787889600346100131,4
2726544200060200054,1
2656144900537200040,1
2796212800593100138,3
2795903600185200054,4
2795584800391100125,1
2946331700000015941,5
2787445900321100131,5
2787445900209100162,2
2796212800882100339,1
2656144900504100144,5
2795903600212100125,5
2795103300232100193,5
2707604800240100120,5
2787889600197100126,4
2787445900206100149,1
2796212800920100202,1
2787445900700100017,1
2787889600362100073,4
2707604800445100225,4
2656143800104100148,5
2787445900509100078,5
2796212800109100145,3
2707604800182100044,1
2787445900696100057,3
2787445900243100229,2
2787445900624100133,4
2796212800595100220,4
2726544600456100096,4
2707604700067200029,2
2787889600095100205,1
2796212800374100015,4
2796212800046100088,3
2795584800386200020,5
2787445900397100094,5
2796212800945100206,4
2946331700000000560,3
2787445900440100096,4
2656143800079100018,2
2796212800530100028,1
2656144900238100093,5
2796212800889100116,5
2787445900364100130,5
2795103300197100223,4
2707604000110100065,5
2946331700000014193,4
2707604000086100312,5
2795903600614100222,5
2656144300164100022,4
2795584800677100046,4
2795584800457100271,1
2796212800887200134,3
2796212800570100205,4
2795903600488100062,2
2656144900184100149,3
2796212800693100168,4
2796212800855100031,4
2726562800039100112,3
2656144900246100036,5
2707604800059100134,1
2656143800103100207,1
2795584800384100230,5
2787889600231100307,5
2796212800914100220,5
2707604800102100073,1
2787445900840100059,2
2656144900503100235,2
2795584800136100143,1
2795584800154100202,4
2707604000043100137,2
2787445900253100069,4
2946331700000022140,3
2795103300233100064,4
2795103300192100032,1
2795103300165100044,4
2795584800400100374,1
2656144900566100136,4
2787445900368100029,3
2787445900206100256,3
2795584800715100032,3
2795903600436100138,5
2707604700342100102,5
2787445900289100027,4
2656144900489100179,4
2787445900549100176,3
2787889600555100028,2
2656144900422100060,3
2787445900751100108,2
2795584800462100162,2
2787889600091100100,5
2787889600388100134,5
2795903600194100112,1
2707604700342100085,3
2787445900265100127,4
2795103300063100196,4
2795584800149100350,2
2795903600668100127,5
2795903600353100318,2
2796212800264100149,5
2787445900400100117,5
2707604800221100052,3
2707604700224100044,1
2787445900752100098,5
2787889600581100022,3
2707604000057100130,5
2726544600029100174,1
2656144900086100045,3
2656144900377100073,3
2795584800166200086,4
2796212801016100049,2
2787889600094100267,1
2795903600113100201,3
2795903600032100071,2
2795103300163100169,3
2946331700000003185,3
2787889600617100209,3
2787889600486100100,3
2795584800419100209,1
2787445900390100041,3
2945606900000004564,3
2707604700035100119,3
2787445900398100083,4
2707604800322100110,2
2787445900821100034,3
2656144900537200153,3
2707737900099100094,4
2796212800462100157,3
2787889600480100113,4
2787889600194100119,1
2795903600143100135,3
2795103300200100048,5
2787445900205100076,2
2795903600641100188,3
2787445900837100051,5
2795584800124100044,5
2707604800142100150,1
2796212800362100078,3
2707604700367100051,3
2787445900681100170,3
2787445900756100063,5
2795103300367100017,2
2795903600541100205,2
2796212800456100252,2
2707604700068100182,5
2795584800638200099,3
2946331700000017329,1
2796212800631100018,5
2707604700067100218,2
2707604700272100141,4
2796212800080100016,3
2707604000155100045,4
2796212800424200052,1
2796212800553100258,2
2945606900000003612,5
2656144900110100185,2
2787889600384100095,2
2795584800709100079,1
2787445900717100195,4
2707604700249100037,2
2787889600405100195,1
2707604800384100151,1
2787889600196100090,2
2656143800127100130,5
2946331700000000304,2
2656144900237100079,2
2787889600481100192,5
2795903600410100025,2
2787445900253100197,1
2707604000055100048,5
2795103300155100193,3
2795903600541100227,2
2656144900211100045,5
2946331700000010986,3
2787445900771100033,1
2707737900047100174,1
2795103300121100090,3
2795103300298100028,4
2787445900322100059,3
2726543700195100105,3
2787889600422100129,3
2795584800472100176,3
2656144900583100141,5
2795903600057100084,5
2707737900095200015,4
2796212800585100061,1
2787889600450100068,3
2787889600127100038,5
2796212800109100153,2
2787445900550100265,2
2795103300194100255,1
2787889600160100005,1
2795584800493100085,5
2787889600580100140,3
2787445900358100017,2
2796212800249100014,4
2656144900033100041,2
2945606900000028832,2
2787889600389100019,5
2795903600141100114,2
2787889600165100015,3
2795903600590100281,2
2707604000042100196,2
2787889600055100062,5
2795903600158100065,4
2707604700316100053,1
2787889600056100092,4
2795584800435100149,1
2787445900434100147,3
2787889600545100073,4
2795103300411100201,1
2787889600280100049,5
2656144300149200031,5
2946331700000008179,5
2656144900404100023,1
2796212800626200036,5
2787445900284100090,4
2787889600348100027,5
2787889600325100080,1
2946331700000012393,3
2787445900323100159,4
2795584800101100165,2
2795584800222100035,1
2787445900660100141,1
2787889600384100081,4
2946331700000012473,4
2656144900503100067,2
2707737900132100054,4
2946331700000015889,4
2707604700365100101,3
2795103300234100140,4
2787445900173100064,4
2656144900264100063,1
2787445900581100192,4
2787445900588100088,2
2787445900253100357,2
2795103300382100169,1
2796212800888100108,5
2795103300233100283,1
2787445900090100195,3
2795584800434100110,2
2795903600300100055,3
2795103300232100046,3
2787445900060100046,3
2795103300411100067,5
2795103300119100042,1
2787445900401100076,1
2656144900211200036,5
2656143800442100187,4
2787889600276100061,5
2796212800822100176,2
2707604800343100130,5
2656144900503100201,4
2946331700000020199,2
2796212800265100046,1
2795103300131100053,3
2707604800406100019,5
2796212800880100212,2
2656144900557100089,4
2787445900285100188,5
2787445900660100100,3
2787445900224100171,2
2946331700000011040,5
2707737900113100105,2
2707604700272100172,1
2946331700000010948,4
2656144900537100175,4
2787889600360100199,4
2656143800153100063,4
2787445900173100034,5
2795584800700100066,5
2796212800394100070,2
2656143800028100075,3
2787889600194100079,1
2795584800382100241,5
2656144900324100039,1
2787445900353100090,1
2656143800029100143,1
2795903600269100021,3
2795584800380100010,3
2707604700342100033,4
2707604700082100067,4
2946331700000021737,1
2707604700389200208,1
2656144300102100210,2
2707604800240100095,2
2787445900387100061,3
2795903600408100072,1
2656144900585100136,3
2787445900284100038,5
2796212800791100135,2
2795903600589100109,5
2656143800395100049,5
2787445900130200072,2
2787889600348100180,1
2656144300188100109,4
2796212800792100086,2
2787445900357100007,3
2707737900075100161,5
2787889600097100071,5
2787445900645100103,5
2796212800373100067,3
2707604700248100266,4
2656144900113100199,2
2707604800060100117,2
2656144900315100106,1
2707604700363100152,4
2946331700000012663,2
2787889600488100049,3
2656144900298100117,5
2946331700000008872,5
2707737900045100046,4
2795903600670100272,5
2946331700000007362,1
2707604800014200029,3
2945606900000029469,4
2795584800123100172,5
2656144900314100182,5
2946331700000018751,3
2707604800034100108,4
2946331700000013084,2
2787889600231100070,3
2726562800059100191,5
2656144300147100136,3
2787889600410100226,4
2795584800136100120,3
2796212800264100058,3
2787445900126100047,5
2656144300148100103,4
2796212800333100156,5
2656144900165100206,5
2795584800324100118,4
2656143800395100087,3
2945606900000005485,3
2795584800454100023,1
2795584800435100032,5
2656144900616100246,2
2795584800493100084,1
2787445900500100017,3
2787889600482100046,4
2707737900114100111,1
2726543700432100217,1
2726562800099100136,1
2795903600696100115,4
2795584800167100121,5
2795103300146100183,2
2795584800385200012,1
2787889600373100063,4
2656144900166200115,4
2787445900286100178,1
2795584800622100099,3
2945606900000000710,1
2945606900000009885,3
2787445900088100188,2
2946331700000000856,1
2707604000086100252,3
2656144900352100124,1
2795103300233100227,3
2795903600269100116,1
2787445900723100035,5
2656144900315100221,4
2787889600443100119,5
2787445900290100129,1
2787889600098100070,1
2796212800333100029,3
2787445900756100053,3
2945606900000016901,1
2787445900545100168,5
2707604700092100058,1
2707604000126100220,3
2787445900356100068,2
2946331700000019958,5
2795584800224100106,4
2787889600056100086,1
2787445900250100110,4
2796212801012100215,5
2787445900242100084,3
2707604000124100126,2
2707604700091100243,2
2796212800397100047,4
2656144900247100055,3
2656144900641100240,3
2795903600141100184,1
2656143800003100150,4
2787889600380100057,5
2787889600058100136,3
2946331700000016267,1
2787445900397100150,2
2795103300381100258,2
2795584800101100257,4
2787445900546100037,1
2795584800385100283,4
2795584800710100051,3
2795584800238100152,4
2656144900185100154,1
2795103300380100319,1
2707604800424100059,5
2656144900350100058,1
2946331700000010890,1
2795903600329100117,3
2795903600185100124,1
2656144900641100255,5
2787889600132100171,3
2787445900253100252,4
2707604000055100283,4
2796212800945100053,2
2707604700085100026,5
2795903600140100177,3
2726544600192100054,4
2787445900161200017,4
2795584800202100095,4
2707737900036100040,5
2796212800821100177,2
2656143800189100068,1
2707604800402100006,2
2726543700434100081,1
2787445900582100103,1
2795903600589200009,5
2787445900286100069,3
2656144900351200123,2
2707604700062100233,5
2796212800174100040,2
2787889600384100079,5
2656144300060100179,4
2787889600360100172,4
2795103300368100087,4
2795584800138100236,2
2795584800353100107,5
2656143800192100069,3
2707604800060100147,4
2707737900036100042,5
2796212800919100151,2
2726562700119100130,1
2796212800625100073,5
2787445900289100143,3
2656144900558100177,2
2795103300219100123,2
2787445900365100131,2
2656144900541100114,1
2796212800176100149,2
2787445900616100005,3
2796212801076100050,4
2796212800913100278,2
2707737900147100271,4
2707737900077100049,2
2787445900397100099,2
2787445900361100272,5
2787889600360100127,1
2796212800599100041,4
2726543700130100054,3
2796212800822100173,1
2787889600349100175,3
2796212800377100126,1
2795584800118100067,2
2707604700132200249,5
2656144900190100207,3
2656144300210100200,3
2787445900326100073,2
2795103300179100159,2
2795103300344100018,3
2795103300330100098,3
2656144900237100080,1
2787889600314100216,4
2787445900761100117,1
2707604700155100019,5
2707737900087100211,4
2656144900262100025,4
2796212800882100154,4
2795903600168100273,5
2707737900132100163,2
2726544200036100086,4
2795584800389100229,5
2795584800702100110,2
2787445900125100020,3
2707604000070100247,4
2726544200070100057,1
2795903600462100044,2
2946331700000000278,2
2787889600277100068,5
2787889600195100103,2
2796212800395100045,5
2796212800295100181,2
2795584800241100099,4
2787445900255100026,4
2795903600616100043,1
2707737900098100063,5
2787445900657100203,3
2707604800059100116,2
2656143800154100107,3
2656144900641100095,3
2795903600143100345,3
2796212800399100086,3
2656143800129100095,1
2656144900583100130,2
2795103300417100019,2
2707604700362100030,5
2795584800715100014,5
2707604700247100078,1
2707604700133100078,3
2656143800080100045,2
2796212800298100123,1
2795903600668100106,4
2787889600386100025,5
2787445900693200024,1
2795103300029100113,3
2787445900804100090,2
2787445900716100220,4
2945606900000006378,1
2707737900131100132,1
2795903600438100113,2
2787445900359100176,1
2795903600354100044,5
2726543700401100041,5
2787445900326100236,5
2656144900421100282,4
2787445900262100075,5
2795103300331100205,1
2795103300144100118,1
2796212800790100231,1
2787889600129100055,5
2707604700038100142,1
2787445900247100098,2
2656144900562100256,5
2796212800489100071,3
2726562700117100326,1
2726544600193200110,5
2787445900200100196,5
2795903600642100147,2
2945606900000003472,3
2796212800887100077,5
2707737900146100140,4
2787889600409100019,5
2656143800416100329,3
2795103300446100279,4
2795584800136100155,4
2787445900094100023,2
2946331700000018808,2
2795584800103100078,4
2787445900860100172,1
2796212800176100078,3
2656144900086100184,3
2707604700012100099,1
2787889600231100247,5
2795584800137200073,5
2656143800054100097,1
2787889600512100128,5
2795903600140100211,1
2787445900242100087,4
2795103300446100310,4
2656144300123100021,1
2707737900048100079,1
2787445900286100122,2
2795903600143100380,4
2787445900582100108,1
2795584800447100229,1
2946331700000017600,5
2787889600416100118,3
2707604000155100034,5
2787445900363100042,2
2656143800418100055,5
2787445900401100112,4
2707604000041100057,3
2795584800584100037,4
2787445900168100024,2
2795103300189100043,1
2726544600404100198,3
2787445900127100017,5
2656144900541100117,1
2787445900303200013,2
2787445900352100165,1
2656144300125100270,4
2796212800329100152,5
2787445900399100183,4
2787445900329100048,2
2656144900423100200,1
2707604000101100079,1
2796212800914100081,1
2707737900060200159,5
2787889600229100023,5
2656143800190100162,4
2946331700000006711,5
2787889600582100166,4
2787889600516100044,1
2787889600059100062,1
2707604800082100050,3
2795903600616100088,3
2795584800435100333,2
2787889600410100130,5
2787445900290100088,2
2656143800368100172,4
2787445900396100255,5
2796212800142200009,2
2707604700317100153,2
2796212800919100069,1
2656144900186200096,5
2787889600057100207,1
2787889600165100140,2
2707604800141100064,4
2787445900584100082,3
2787445900618100086,2
2795584800660100134,5
2656143800104100188,1
2795584800122100059,2
2656143800052100110,3
2707604800321100160,1
2787445900659100089,4
2787445900363100027,3
2787889600315100153,1
2795903600696100024,4
2656144300188100231,1
2795103300191100094,5
2945606900000006766,5
2656144300195100054,2
2707604700367100018,3
2787889600131100100,1
2795103300113100076,1
2796212800529100094,1
2707604000058100018,5
2946331700000010664,1
2795584800129100148,2
2787889600424100078,1
2656144300149100130,2
2795103300120100163,3
2656143800130100125,4
2795103300131100028,3
2707604800341100216,5
2656144900530100054,5
2656143800215100166,1
2707604800425100200,4
2656144900609100198,5
2796212801048100215,4
2795903600241200092,5
2707604700221100061,5
2795584800691100034,1
2707604800222100025,4
2707604700082100034,1
2787445900263100160,1
2796212800977100037,2
2707604700059100142,2
2787445900789100118,3
2707604800403100163,1
2795584800166100073,5
2707604800384100232,4
2656144900447100103,2
2787445900359100085,5
2796212800570100101,4
2795903600166100037,5
2656144900506100017,5
2795584800224100061,5
2795584800456100071,5
2787445900130100046,2
2787889600450100189,2
2787445900725100116,2
2726543700467100137,5
2795103300312100055,3
2795584800455100125,2
2707604000140100290,3
2796212801010100021,4
2656144900475100049,2
2656144900086100214,1
2656143800055100188,2
2707604800141100047,4
2787445900094100050,3
2787445900232100046,2
2787445900087100097,2
2787889600280100304,5
2707604800081100138,4
2796212800790100256,5
2787445900597100166,1
2707604800056100070,3
2787445900352100142,1
2726544200049100135,2
2796212800978100024,2
2796212800337100156,1
2787445900654100050,5
2787445900328100066,4
2795584800125100047,5
2787445900265100028,5
2656144900167100168,4
2795103300163100183,2
2787445900285100127,2
2707604000138100161,2
2795103300147100116,1
2795103300153100274,4
2707604800099100069,5
2795103300191100127,3
2656144900582100186,3
2795584800453100080,2
2946331700000004620,1
2656144900085100196,3
2787445900752100090,2
2787445900199100016,1
2795103300366100035,2
2796212800561100162,4
2707604000110100036,1
2946331700000004636,2
2787445900297100022,2
2795584800696100028,3
2656144900186100063,3
2787445900764100034,4
2795103300332100123,3
2656144300164100132,1
2656144300082100094,5
2796212801012100179,2
2787889600277100011,2
2795584800381100173,1
2795903600437100233,5
2795584800413100225,1
2946331700000003000,1
2795903600114100055,4
2656143800055100071,5
